"Code No. (Octal)",,,"Eqpt. ID (Hex)",,,"Transmission Order Bit Position",,,,,,,,"Parameter","Data",,,,"Notes & Cross Ref. to Tables in Att. 6"
,,,0,2,"F",1,1,0,1,1,0,1,0,"A/O Heat Exchanger Valve Postion Feedback","X",,,,
,,,0,3,8,1,1,0,1,1,0,1,0,"Body Lateral Acceleration","X",,,,
,,,0,3,"F",1,1,0,1,1,0,1,0,"A/O Heat Exchanger Valve Postion Feedback","X",,,,
,,,,,,1,1,0,1,1,0,1,0," DADC - System Address Label ",,,,"X","See Attachment 11"
"3     3      3",,,0,0,4,1,1,0,1,1,0,1,1,"Body Normal Acceleration","X",,,,
,,,0,0,5,1,1,0,1,1,0,1,1,"Body Normal Acceleration","X",,,,
,,,0,2,"F",1,1,0,1,1,0,1,1,"Acceleration Fuel Flow Limit","X",,,,
,,,0,3,8,1,1,0,1,1,0,1,1,"Body Normal Acceleration","X",,,,
,,,0,3,"F",1,1,0,1,1,0,1,1,"Acceleration Fuel Flow Limit","X",,,,
"3     3      4",,,0,0,4,1,1,0,1,1,1,0,0,"Platform Heading","X",,,,
,,,0,0,5,1,1,0,1,1,1,0,0,"Platform Heading","X",,,,
,,,0,2,"F",1,1,0,1,1,1,0,0,"Fuel Flow Command","X",,,,
,,,0,3,8,1,1,0,1,1,1,0,0,"Platform Heading","X",,,,
,,,0,3,"F",1,1,0,1,1,1,0,0,"Fuel Flow Command","X",,,,
,,,,,,1,1,0,1,1,1,0,0,"CTU - System Address Label",,,,"X","See Attachment 11"
"3     3      5",,,0,0,2,1,1,0,1,1,1,0,1,"Track Angle Rate","X",,,,
,,,0,0,4,1,1,0,1,1,1,0,1,"Track Angle Rate","X",,,,
,,,0,0,5,1,1,0,1,1,1,0,1,"Track Angle Rate","X",,,,
,,,0,2,"F",1,1,0,1,1,1,0,1,"2.5 Bld Actuator Postion","X",,,,
,,,0,3,8,1,1,0,1,1,1,0,1,"Track Angle Rate","X",,,,
,,,0,3,"F",1,1,0,1,1,1,0,1,"2.5 Bld Actuator Postion","X",,,,
,,,0,5,6,1,1,0,1,1,1,0,1,"Track Angle Rate","X",,,,
,,,0,6,0,1,1,0,1,1,1,0,1,"Track Angle Rate","X",,,,
,,,1,0,"A",1,1,0,1,1,1,0,1,"Selected Variable Bleed Valve Position","X",,,,
,,,1,0,"B",1,1,0,1,1,1,0,1,"Selected Variable Bleed Valve Position","X",,,,
"3     3      6",,,0,0,2,1,1,0,1,1,1,1,0,"Maximum Climb Angle","X",,,,
,,,0,0,4,1,1,0,1,1,1,1,0,"Inertial Pitch Rate","X",,,,
,,,0,0,5,1,1,0,1,1,1,1,0,"Inertial Pitch Rate","X",,,,
,,,0,1,"A",1,1,0,1,1,1,1,0,"Engine Torque","X",,,,
,,,0,2,"F",1,1,0,1,1,1,1,0,"N2 Corrected to Sta. 2.5","X",,,,
,,,0,3,8,1,1,0,1,1,1,1,0,"Inertial Pitch Rate","X",,,,
,,,0,3,"F",1,1,0,1,1,1,1,0,"N2 Corrected to Sta. 2.5","X",,,,
,,,1,0,"A",1,1,0,1,1,1,1,0,"Variable Bleed Value Position","X",,,,
,,,1,0,"B",1,1,0,1,1,1,1,0,"Variable Bleed Value Position","X",,,,
"3     3      7",,,0,0,2,1,1,0,1,1,1,1,1,"EPR - Required for Level Flight","X",,,,
,,,0,0,2,1,1,0,1,1,1,1,1,"N1 - Required for Level Flight","X",,,,
,,,0,0,4,1,1,0,1,1,1,1,1,"Inertial Roll Rate","X",,,,
,,,0,0,5,1,1,0,1,1,1,1,1,"Inertial Roll Rate","X",,,,
,,,0,1,"A",1,1,0,1,1,1,1,1,"Engine Rating","X",,,,
,,,0,3,8,1,1,0,1,1,1,1,1,"Inertial Roll Rate","X",,,,
,,,1,0,"A",1,1,0,1,1,1,1,1,"HPT Clearance Valve Position","X",,,,
,,,1,0,"B",1,1,0,1,1,1,1,1,"HPT Clearance Valve Position","X",,,,
"3     4      0",,,0,0,3,1,1,1,0,0,0,0,0,"EPR Actual","X",,,,
,,,0,0,4,1,1,1,0,0,0,0,0,"Inertial Yaw Rate","X",,,,
,,,0,0,4,1,1,1,0,0,0,0,0,"Track Angle Rate","X",,,,
,,,0,0,5,1,1,1,0,0,0,0,0,"Inertial Yaw Rate","X",,,,
,,,0,1,"A",1,1,1,0,0,0,0,0,"EPR Actual","X",,,,
,,,0,2,9,1,1,1,0,0,0,0,0,"EPR Actual (Engine Direct)","X",,,,
,,,0,2,"D",1,1,1,0,0,0,0,0,"EPR Actual","X",,,,
,,,0,2,"F",1,1,1,0,0,0,0,0,"EPR Actual","X",,,,
,,,0,3,3,1,1,1,0,0,0,0,0,"EPR Actual","X",,,,
,,,0,3,"F",1,1,1,0,0,0,0,0,"EPR Actual","X",,,,
,,,1,3,"A",1,1,1,0,0,0,0,0,"N1 Take Off","X",,,,
,,,1,4,0,1,1,1,0,0,0,0,0,"Pressure Ratio (Pt/Ps)","X",,,,
,,,,,,1,1,1,0,0,0,0,0,"HF DATA Radio/Data #1 - System Address Label",,,,"X","See Attachment 11"
"3     4      1",,,0,0,2,1,1,1,0,0,0,0,1,"Target N1","X",,,,
,,,0,0,3,1,1,1,0,0,0,0,1,"N1 Command","X",,,,
,,,0,0,3,1,1,1,0,0,0,0,1,"EPR Command","X",,,,
,,,0,0,4,1,1,1,0,0,0,0,1,"Grid Heading","X",,,,
,,,0,1,"A",1,1,1,0,0,0,0,1,"N1 Command","X",,,,
,,,0,1,"A",1,1,1,0,0,0,0,1,"EPR Command","X",,,,
,,,0,2,9,1,1,1,0,0,0,0,1,"N1 Command (Engine)","X",,,,
,,,0,2,9,1,1,1,0,0,0,0,1,"EPR Command (Engine)","X",,,,
,,,0,2,"F",1,1,1,0,0,0,0,1,"N1 Command","X",,,,
,,,0,2,"F",1,1,1,0,0,0,0,1,"EPR Command","X",,,,
,,,0,3,8,1,1,1,0,0,0,0,1,"Grid Heading","X",,,,
,,,0,3,"F",1,1,1,0,0,0,0,1,"EPR Command","X",,,,
,,,0,4,"D",1,1,1,0,0,0,0,1,"I/O S/W REV 1&2","X",,,,
,,,1,0,"A",1,1,1,0,0,0,0,1,"Command Fan Speed","X",,,,
,,,1,0,"B",1,1,1,0,0,0,0,1,"Command Fan Speed","X",,,,
,,,1,3,"A",1,1,1,0,0,0,0,1,"N1 Reference","X",,,,
,,,1,4,0,1,1,1,0,0,0,0,1,"Pressure Ratio (Ps/Pso)","X",,,,
"3     4      2",,,0,0,2,1,1,1,0,0,0,1,0,"N1 Bug Drive","X",,,,
,,,0,0,3,1,1,1,0,0,0,1,0,"N1 Limit","X",,,,
,,,0,0,3,1,1,1,0,0,0,1,0,"EPR Limit","X",,,,
,,,0,1,"A",1,1,1,0,0,0,1,0,"N1 Maximum","X",,,,
,,,0,1,"A",1,1,1,0,0,0,1,0,"EPR Maximum","X",,,,
,,,0,2,9,1,1,1,0,0,0,1,0,"N1 Limit (TCC)","X",,,,
,,,0,2,9,1,1,1,0,0,0,1,0,"EPR Limit (TOC)","X",,,,
,,,0,2,"F",1,1,1,0,0,0,1,0,"Maximum Available EPR","X",,,,
,,,0,3,"B",1,1,1,0,0,0,1,0,"N1 Limit","X",,,,
,,,0,3,"B",1,1,1,0,0,0,1,0,"EPR Limit","X",,,,
,,,0,3,"F",1,1,1,0,0,0,1,0,"Maximum Available EPR","X",,,,
,,,0,4,"D",1,1,1,0,0,0,1,0,"S/W Rev-Tank","X",,,,
,,,1,0,"A",1,1,1,0,0,0,1,0,"Maximum Allowed Fan Speed","X",,,,
,,,1,0,"B",1,1,1,0,0,0,1,0,"Maximum Allowed Fan Speed","X",,,,
,,,1,4,0,1,1,1,0,0,0,1,0,"Air Density Ratio","X",,,,
"3     4      3",,,0,0,3,1,1,1,0,0,0,1,1,"N1 Derate","X",,,,
,,,0,0,3,1,1,1,0,0,0,1,1,"EPR Rate","X",,,,
,,,0,1,"A",1,1,1,0,0,0,1,1,"N1 Demand","X",,,,
,,,1,0,"A",1,1,1,0,0,0,1,1,"N1 Command vs. TLA","X",,,,
,,,1,0,"B",1,1,1,0,0,0,1,1,"N1 Command vs. TLA","X",,,,
"3     4      4",,,0,1,"A",1,1,1,0,0,1,0,0,"N2","X",,,,
,,,0,1,"C",1,1,1,0,0,1,0,0,"N2","X",,,,
,,,0,2,9,1,1,1,0,0,1,0,0,"N2","X",,,,
,,,0,2,"F",1,1,1,0,0,1,0,0,"N2","X",,,,
,,,0,3,3,1,1,1,0,0,1,0,0,"N2","X",,,,
,,,0,3,"F",1,1,1,0,0,1,0,0,"N2","X",,,,
,,,0,4,"D",1,1,1,0,0,1,0,0,"Fuel Discretes",,,"X",,
,,,0,"D",0,1,1,1,0,0,1,0,0,"N2","X",,,,
,,,1,0,"A",1,1,1,0,0,1,0,0,"Selected Actual Core Speed","X",,,,
,,,1,0,"B",1,1,1,0,0,1,0,0,"Selected Actual Core Speed","X",,,,
,,,1,3,"A",1,1,1,0,0,1,0,0,"N2 Speed","X",,,,
,,,,,,1,1,1,0,0,1,0,0,"HF DATA Radio/Data #2 - System Address Label",,,,"X","See Attachment 11"
"3     4      5",,,0,0,2,1,1,1,0,0,1,0,1,"NDB Effectivity",,"X",,,
,,,0,1,"A",1,1,1,0,0,1,0,1,"Exhaust Gas Temperature","X",,,,
,,,0,1,"C",1,1,1,0,0,1,0,1,"Exhaust Gas Temperature","X",,,,
,,,0,2,9,1,1,1,0,0,1,0,1,"Exhaust Gas Temperature","X",,,,
,,,0,2,"F",1,1,1,0,0,1,0,1,"Exhaust Gas Temperature","X",,,,
,,,0,3,3,1,1,1,0,0,1,0,1,"Exhaust Gas Temperature","X",,,,
,,,0,3,"F",1,1,1,0,0,1,0,1,"Exhaust Gas Temperature","X",,,,
,,,0,4,"D",1,1,1,0,0,1,0,1,"Discretes Status 1&3",,,"X",,
,,,0,"D",0,1,1,1,0,0,1,0,1,"EGT","X",,,,
,,,1,0,"A",1,1,1,0,0,1,0,1,"Selected Exhaust Gas Temperature (Total)","X",,,,
,,,1,0,"B",1,1,1,0,0,1,0,1,"Selected Exhaust Gas Temperature (Total)","X",,,,
,,,1,3,"A",1,1,1,0,0,1,0,1,"EGT Trimmed","X",,,,
,,,,,,1,1,1,0,0,1,0,1,"Remote Data Concentrator - System Address Label",,,,"X",
"3     4      6",,,0,0,3,1,1,1,0,0,1,1,0,"N1 Actual","X",,,,
,,,0,1,"A",1,1,1,0,0,1,1,0,"N1 Actual","X",,,,
,,,0,2,"F",1,1,1,0,0,1,1,0,"N1 Actual","X",,,,
,,,0,3,3,1,1,1,0,0,1,1,0,"N1 Actual","X",,,,
,,,0,3,"F",1,1,1,0,0,1,1,0,"N1 Actual","X",,,,
,,,0,4,"D",1,1,1,0,0,1,1,0,"Cable Cap-Hi-Z","X",,,,
,,,0,"D",0,1,1,1,0,0,1,1,0,"N1","X",,,,
,,,1,0,"A",1,1,1,0,0,1,1,0,"Selected Actual Fan Speed","X",,,,
,,,1,0,"B",1,1,1,0,0,1,1,0,"Selected Actual Fan Speed","X",,,,
,,,1,3,"A",1,1,1,0,0,1,1,0,"N1 Speed Actual","X",,,,
"3     4      7",,,0,1,8,1,1,1,0,0,1,1,1,"Antenna Control","X",,,,
,,,0,2,9,1,1,1,0,0,1,1,1,"Fuel Flow (Engine)","X",,,,
,,,0,3,0,1,1,1,0,0,1,1,1,"Sector Control","X",,,,
,,,0,3,5,1,1,1,0,0,1,1,1,"Antenna Control","X",,,,
,,,0,"D",0,1,1,1,0,0,1,1,1,"Fuel Flow","X",,,,
,,,1,0,"A",1,1,1,0,0,1,1,1,"LPT Clearance Valve Position","X",,,,
,,,1,0,"B",1,1,1,0,0,1,1,1,"LPT Clearance Valve Position","X",,,,
,,,1,3,"A",1,1,1,0,0,1,1,1,"Fuel Flow","X",,,,
"3     5      0",,,0,0,3,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,0,4,1,1,1,0,1,0,0,0,"IRS Maintenance Discrete",,,"X",,
,,,0,0,6,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,0,"B",1,1,1,0,1,0,0,0,"GPS Test Word (manufacturer specific)",,,"X",,
,,,0,1,8,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,1,9,1,1,1,0,1,0,0,0,"CFDS Bite Fault Summary Word for HFDR",,,"X",,
,,,0,1,"A",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,1,"C",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,2,3,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,2,4,1,1,1,0,1,0,0,0,"MU Output Data Word Failure Status",,,"X",,
,,,0,2,5,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,2,7,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,2,9,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,2,"F",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,3,2,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,3,5,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,3,8,1,1,1,0,1,0,0,0,"IRS Maintenance Word #1",,,"X",,
,,,0,3,"D",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,3,"E",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,3,"F",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,4,0,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,0,4,"D",1,1,1,0,1,0,0,0,"Maintenance Data FQIS 1-3",,,"X",,
,,,0,5,0,1,1,1,0,1,0,0,0,"VDR Fault Summary Word",,,"X",,
,,,0,5,3,1,1,1,0,1,0,0,0,"CFDS Bite Fault Summary Word for HFDR",,,"X",,
,,,0,5,5,1,1,1,0,1,0,0,0,"ILS Maintenance Word",,,"X",,
,,,1,0,"A",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,1,0,"B",1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,1,1,4,1,1,1,0,1,0,0,0,"Fuel Density",,"X",,,
,,,1,1,5,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,1,4,0,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,1,4,4,1,1,1,0,1,0,0,0,"CDTI Fault Summary Word",,,"X",,
,,,2,4,1,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
,,,3,4,1,1,1,1,0,1,0,0,0,"Maintenance Data #1",,,"X",,
"3     5      1",,,0,0,6,1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,0,"B",1,1,1,0,1,0,0,1,"SRU Test Word (manufacturer specific)",,,"X",,
,,,0,1,"A",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,1,"C",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,2,4,1,1,1,0,1,0,0,1,"MU Output Data Word Failure Status",,,"X",,
,,,0,2,5,1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,2,9,1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,2,"E",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,2,"F",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,3,1,1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,3,8,1,1,1,0,1,0,0,1,"IRS Maintenance Word #2",,,"X",,
,,,0,3,"F",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,0,4,"D",1,1,1,0,1,0,0,1,"Maintenance Data FQIS 1&3",,,"X",,
,,,0,5,5,1,1,1,0,1,0,0,1,"MMR Maintenance Word",,,"X",,
,,,1,0,"A",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,1,0,"B",1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
,,,1,1,4,1,1,1,0,1,0,0,1,"Inner Tank 1 Probe Capacitance",,"X",,,
,,,1,4,0,1,1,1,0,1,0,0,1,"Maintenance Data #2",,,"X",,
"3     5      2",,,0,1,"A",1,1,1,0,1,0,1,0,"Maintenance Data #3",,,"X",,
,,,0,1,"C",1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,0,2,4,1,1,1,0,1,0,1,0,"Maintenance Word",,,"X",,
,,,0,2,5,1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,0,2,"E",1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,0,2,"F",1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,0,3,"F",1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,0,4,"D",1,1,1,0,1,0,1,0,"Maintenance Data FQIS 1-4",,,"X",,
,,,0,5,5,1,1,1,0,1,0,1,0,"MLS Bite Status",,,"X",,
,,,1,0,"A",1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,1,0,"B",1,1,1,0,1,0,1,0,"Maintenance Data #2",,,"X",,
,,,1,1,4,1,1,1,0,1,0,1,0,"Center, ACT & RCT Probe Capacitance",,"X",,,
,,,1,4,0,1,1,1,0,1,0,1,0,"Maintenance Data #3 Flight Count","X",,,,
"3     5      3",,,0,1,"A",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,0,1,"C",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,0,2,5,1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,0,2,"F",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,0,3,8,1,1,1,0,1,0,1,1,"IRS Maintenance Word #3",,,"X",,
,,,0,3,"D",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,0,3,"F",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,0,4,"D",1,1,1,0,1,0,1,1,"Maintenance Data FQIS 1-4",,,"X",,
,,,0,"D",0,1,1,1,0,1,0,1,1,"Vibration","X",,,,
,,,1,0,"A",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,1,0,"B",1,1,1,0,1,0,1,1,"Maintenance Data #4",,,"X",,
,,,1,1,4,1,1,1,0,1,0,1,1,"Inner Tank 1 Probe Capacitance",,"X",,,
"3     5      4",,,0,0,2,1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,0,1,"A",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,0,1,"C",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,0,2,"F",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,0,3,"D",1,1,1,0,1,1,0,0,"N1 Vibration","X",,,,
,,,0,3,"F",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,0,4,"D",1,1,1,0,1,1,0,0,"FQIS Tank ID",,,"X",,
,,,0,5,6,1,1,1,0,1,1,0,0,"Maintenance Data #5",,,,,
,,,0,6,0,1,1,1,0,1,1,0,0,"Maintenance Data #5",,,,,
,,,0,"B","B",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,1,0,"A",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
,,,1,0,"B",1,1,1,0,1,1,0,0,"Maintenance Data #5",,,"X",,
"3     5      5",,,0,0,"B",1,1,1,0,1,1,0,1,"GNSS Fault Summary",,,"X",,
,,,0,2,7,1,1,1,0,1,1,0,1,"MLS Maintenance Data",,,"X",,
,,,0,3,8,1,1,1,0,1,1,0,1,"IRS Maintenance Word #4",,,"X",,
,,,0,3,"D",1,1,1,0,1,1,0,1,"N2 Vibration","X",,,,
,,,0,4,"D",1,1,1,0,1,1,0,1,"Maintenance Data FQIS 2-4",,,"X",,
,,,"X","X","X",1,1,1,0,1,1,0,1,"Acknowledgement",,,"X",,"6-5/Note 1"
"3     5      6",,,0,3,"D",1,1,1,0,1,1,1,0,"N3 Vibration","X",,,,
,,,"X","X","X",1,1,1,0,1,1,1,0,"Maintenance ISO #5 Message",,,"X",,"6-3/Note 1"
,,,"Y","Y","Y",1,1,1,0,1,1,1,0,"BITE Status Word","X",,,,"Note 1"
"3     5      7",,,0,0,2,1,1,1,0,1,1,1,1,"ISO Alphabet #5 Message",,,"X",,"6-3"
,,,0,1,7,1,1,1,0,1,1,1,1,"ISO Alphabet #5 Message",,,"X",,
,,,0,2,4,1,1,1,0,1,1,1,1,"ISO Alphabet #5 Message",,,"X",,
,,,0,3,5,1,1,1,0,1,1,1,1,"TCAS Intruder Data File",,,"X",,
,,,0,3,7,1,1,1,0,1,1,1,1,"ISO Alphabet #5 Message",,,"X",,
,,,0,3,"D",1,1,1,0,1,1,1,1,"BB Vibration","X",,,,
,,,0,4,"D",1,1,1,0,1,1,1,1,"Maintenance Data FQIS 2-3",,,"X",,
,,,0,5,6,1,1,1,0,1,1,1,1,"ISO Alphabet #5 Message",,,,,
,,,0,5,"A",1,1,1,0,1,1,1,1,"Part Number (Manufacturer - Specific)",,,"X",,
,,,0,6,0,1,1,1,0,1,1,1,1,"ISO Alphabet #5 Message",,,,,
"3     6      0",,,0,0,2,1,1,1,1,0,0,0,0,"Flight Information","X",,,,"6-33"
,,,0,0,4,1,1,1,1,0,0,0,0,"Potential Vertical Speed","X",,,,
,,,0,0,5,1,1,1,1,0,0,0,0,"Potential Vertical Speed","X",,,,
,,,0,3,8,1,1,1,1,0,0,0,0,"Potential Vertical Speed","X",,,,
,,,0,3,"D",1,1,1,1,0,0,0,0,"N1 Rotor Imbalance Angle","X",,,,
,,,0,5,6,1,1,1,1,0,0,0,0,"Flight Information","X",,,,
,,,0,6,0,1,1,1,1,0,0,0,0,"Flight Information","X",,,,
,,,1,0,"A",1,1,1,1,0,0,0,0,"Throttle Rate of Change","X",,,,
,,,1,0,"B",1,1,1,1,0,0,0,0,"Throttle Rate of Change","X",,,,
,,,1,4,2,1,1,1,1,0,0,0,0,"RAIM Status Word","X",,,,
,,,,,,1,1,1,1,0,0,0,0,"ACESS - System Address Label",,,,"X","See Attachment 11"
"3     6      1",,,0,0,4,1,1,1,1,0,0,0,1,"Altitude (Inertial)","X",,,,
,,,0,0,5,1,1,1,1,0,0,0,1,"Altitude (Inertial)","X",,,,
,,,0,3,8,1,1,1,1,0,0,0,1,"Altitude (Inertial)","X",,,,
,,,0,3,"D",1,1,1,1,0,0,0,1,"LPT Rotor Imbalance Angle (737 only)","X",,,,
,,,1,0,"A",1,1,1,1,0,0,0,1,"Derivative of Thrust vs. N1","X",,,,
,,,1,0,"B",1,1,1,1,0,0,0,1,"Derivative of Thrust vs. N1","X",,,,
,,,,,,1,1,1,1,0,0,0,1,"EFIS - System Address Label",,,,"X","See Attachment 11"
"3     6      2",,,0,0,4,1,1,1,1,0,0,1,0,"Along Track Horizontal Acceleration","X",,,,
,,,0,3,8,1,1,1,1,0,0,1,0,"Along Track Horizontal Acceleration","X",,,,
,,,1,0,"A",1,1,1,1,0,0,1,0,"Derivative of Thrust vs. TLA","X",,,,
,,,1,0,"B",1,1,1,1,0,0,1,0,"Derivative of Thrust vs. TLA","X",,,,
,,,1,1,5,1,1,1,1,0,0,1,0,"Range Rate","X",,,,
,,,,,,1,1,1,1,0,0,1,0,"PSS - System Address Label  ",,,,"X","See Attachment 11"
"3     6      3",,,0,0,4,1,1,1,1,0,0,1,1,"Cross Track Acceleration","X",,,,
,,,0,3,8,1,1,1,1,0,0,1,1,"Cross Track Acceleration","X",,,,
,,,1,0,"A",1,1,1,1,0,0,1,1,"Corrected Thrust","X",,,,
,,,1,0,"B",1,1,1,1,0,0,1,1,"Corrected Thrust","X",,,,
,,,,,,1,1,1,1,0,0,1,1,"System Address Label for CSS",,,,"X","See Attachment 11"
"3     6      4",,,0,0,4,1,1,1,1,0,1,0,0,"Vertical Acceleration","X",,,,
,,,0,0,5,1,1,1,1,0,1,0,0,"Vertical Acceleration","X",,,,
,,,0,3,8,1,1,1,1,0,1,0,0,"Vertical Acceleration","X",,,,
,,,1,3,"A",1,1,1,1,0,1,0,0,"N1 APR Rating","X",,,,
,,,,,,1,1,1,1,0,1,0,0,"AES - System Address Label  ",,,,"X","See Attachment 11"
"3     6      5",,,0,0,4,1,1,1,1,0,1,0,1,"Inertial Vertical Velocity (EFI)","X",,,,
,,,0,0,5,1,1,1,1,0,1,0,1,"Inertial Vertical Velocity (EFI)","X",,,,
,,,0,3,8,1,1,1,1,0,1,0,1,"Inertial Vertical Velocity (EFI)","X",,,,
,,,1,3,"A",1,1,1,1,0,1,0,1,"N1 Max Reverse","X",,,,
,,,,,,1,1,1,1,0,1,0,1,"Engine Indication Unit - System Address Label",,,,"X","See Attachment 11"
"3     6      6",,,0,0,4,1,1,1,1,0,1,1,0,"North-South Velocity","X",,,,"6-2-1"
,,,0,3,8,1,1,1,1,0,1,1,0,"North-South Velocity","X",,,,
,,,1,3,"A",1,1,1,1,0,1,1,0,"IGV Position","X",,,,
,,,,,,1,1,1,1,0,1,1,0,"Multicast - System Address Label  ",,,,"X","See Attachment 11"
"3     6      7",,,0,0,4,1,1,1,1,0,1,1,1,"East-West Velocity","X",,,,
,,,0,3,8,1,1,1,1,0,1,1,1,"East-West Velocity","X",,,,
,,,1,3,"A",1,1,1,1,0,1,1,1,"EGV Request","X",,,,
,,,,,,1,1,1,1,0,1,1,1,"Bridge - System Address Label  ",,,,"X","See Attachment 11"
"3     7      0",,,0,0,4,1,1,1,1,1,0,0,0,"g","X",,,,
,,,0,0,5,1,1,1,1,1,0,0,0,"g","X",,,,
,,,0,0,"B",1,1,1,1,1,0,0,0,"GNSS Height WGS-84 (HAE)","X",,,,
,,,0,2,5,1,1,1,1,1,0,0,0,"Decision Height Selected (EFI)","X",,,,
,,,0,"C",5,1,1,1,1,1,0,0,0,"Decision Height Selected (EFI)","X",,,,
"3     7      1",,,0,0,0,1,1,1,1,1,0,0,1,"General Aviation Equipment Identifier","X",,,,"See Attachment 9B"
"3     7      2",,,0,0,5,1,1,1,1,1,0,1,0,"Wind Direction - Magnetic","X",,,,
,,,1,0,"A",1,1,1,1,1,0,1,0,"Actual Fan Speed","X",,,,
,,,1,0,"B",1,1,1,1,1,0,1,0,"Actual Fan Speed","X",,,,
,,,,,,1,1,1,1,1,0,1,0,"Cabin Terminal #3 - System Address Label",,,,"X","See Attachment 11"
"3     7      3",,,0,0,5,1,1,1,1,1,1,0,0,"North-South Velocity - Magnetic","X",,,,
,,,1,0,"A",1,1,1,1,1,1,0,0,"Actual Core Speed","X",,,,
,,,1,0,"B",1,1,1,1,1,1,0,0,"Actual Core Speed","X",,,,
,,,,,,1,1,1,1,1,1,0,0,"Cabin Terminal #4 - System Address Label",,,,"X","See Attachment 11"
"3     7      4",,,0,0,5,1,1,1,1,1,1,0,0,"East-West Velocity - Magnetic","X",,,,
,,,1,0,"A",1,1,1,1,1,1,0,0,"Left Thrust Reverser Position","X",,,,
,,,1,0,"B",1,1,1,1,1,1,0,0,"Left Thrust Reverser Position","X",,,,
,,,,,,1,1,1,1,1,1,0,0,"Cabin Terminal #1 - System Address Label",,,,"X","See Attachment 11"
"3     7      5",,,0,0,4,1,1,1,1,1,1,0,1,"Along Heading Acceleration","X",,,,
,,,0,0,5,1,1,1,1,1,1,0,1,"Along Heading Acceleration","X",,,,
,,,0,3,3,1,1,1,1,1,1,0,1,"Spare DC1","X",,,,
